Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,086338,2024,10,17,15.7
IDCJAC0016,086338,2024,10,18,9.6
IDCJAC0016,086338,2024,10,19,20.9
IDCJAC0016,086338,2024,10,20,22.5
IDCJAC0016,086338,2024,10,21,25.7
IDCJAC0016,086338,2024,10,22,23.4
IDCJAC0016,086338,2024,10,23,21.4
IDCJAC0016,086338,2024,10,24,22.9
IDCJAC0016,086338,2024,10,25,24.6
IDCJAC0016,086338,2024,10,26,26.1
IDCJAC0016,086338,2024,10,27,16.8
IDCJAC0016,086338,2024,10,28,23.6
IDCJAC0016,086338,2024,10,29,23.0
IDCJAC0016,086338,2024,10,30,24.6
IDCJAC0016,086338,2024,10,31,20.6
IDCJAC0016,086338,2024,11,01,21.6
IDCJAC0016,086338,2024,11,02,23.6
IDCJAC0016,086338,2024,11,03,27.8
IDCJAC0016,086338,2024,11,04,24.3
IDCJAC0016,086338,2024,11,05,27.0
IDCJAC0016,086338,2024,11,06,17.8
IDCJAC0016,086338,2024,11,07,21.4
IDCJAC0016,086338,2024,11,08,20.5
IDCJAC0016,086338,2024,11,09,19.1
IDCJAC0016,086338,2024,11,10,28.5
IDCJAC0016,086338,2024,11,11,27.2
IDCJAC0016,086338,2024,11,12,18.5
IDCJAC0016,086338,2024,11,13,11.9
IDCJAC0016,086338,2024,11,14,24.8
IDCJAC0016,086338,2024,11,15,29.3
IDCJAC0016,086338,2024,11,16,28.5
IDCJAC0016,086338,2024,11,17,14.2
IDCJAC0016,086338,2024,11,18,22.9
IDCJAC0016,086338,2024,11,19,27.0
IDCJAC0016,086338,2024,11,20,26.9
IDCJAC0016,086338,2024,11,21,29.7
IDCJAC0016,086338,2024,11,22,27.3
IDCJAC0016,086338,2024,11,23,18.4
IDCJAC0016,086338,2024,11,24,8.2
IDCJAC0016,086338,2024,11,25,5.5
IDCJAC0016,086338,2024,11,26,21.5
IDCJAC0016,086338,2024,11,27,16.9
IDCJAC0016,086338,2024,11,28,28.4
IDCJAC0016,086338,2024,11,29,30.7
IDCJAC0016,086338,2024,11,30,
IDCJAC0016,086338,2024,12,01,19.2
IDCJAC0016,086338,2024,12,02,29.7
IDCJAC0016,086338,2024,12,03,19.9
IDCJAC0016,086338,2024,12,04,31.6
IDCJAC0016,086338,2024,12,05,31.7
IDCJAC0016,086338,2024,12,06,19.2
IDCJAC0016,086338,2024,12,07,22.1
IDCJAC0016,086338,2024,12,08,31.1
IDCJAC0016,086338,2024,12,09,26.9
IDCJAC0016,086338,2024,12,10,30.0
IDCJAC0016,086338,2024,12,11,29.7
IDCJAC0016,086338,2024,12,12,29.0
IDCJAC0016,086338,2024,12,13,26.4
IDCJAC0016,086338,2024,12,14,22.0
IDCJAC0016,086338,2024,12,15,32.1
IDCJAC0016,086338,2024,12,16,17.3
IDCJAC0016,086338,2024,12,17,29.3
IDCJAC0016,086338,2024,12,18,31.5
IDCJAC0016,086338,2024,12,19,32.2
IDCJAC0016,086338,2024,12,20,29.1
IDCJAC0016,086338,2024,12,21,27.3
IDCJAC0016,086338,2024,12,22,27.5
IDCJAC0016,086338,2024,12,23,24.1
IDCJAC0016,086338,2024,12,24,25.5
IDCJAC0016,086338,2024,12,25,31.8
IDCJAC0016,086338,2024,12,26,14.8
IDCJAC0016,086338,2024,12,27,22.4
IDCJAC0016,086338,2024,12,28,17.0
IDCJAC0016,086338,2024,12,29,31.3
IDCJAC0016,086338,2024,12,30,28.0
IDCJAC0016,086338,2024,12,31,31.4
